id,title,text,username,language,rating,ratingtext
313,Old Planes Services Poor Food Poor No Pillows on any seat No Blanket on any seat 8 hours flight and no entertainmen,I will never ever will fly on this airline at all Plus you make complaint there will never come back with any response  This is budget airline people dont get fool,Shafiq S,en,1,Very Bad
314,Excellent Airline,Excellent and cheap airline to travel abroad and within Pakistan Food staff and comfort is good A pleasant journey,MUAZZAM A,en,5,Very Good
315,Good for Domestic,Well improved services and air crafts Excellent pilots and staff In flight information was good Keep updated your self on weather issues,Muttaqi,en,4,Good
316,On time travel with an amazing view of the 8126 meter Killer Mountain  Nanga Parbat,Northern Area flights are subject to weather and visibility  We were fortunate both ways to and return from Skardu our flights were on time  The delightful part of this sector is that you get to see the most beautiful terrain and natural beauty from 10000 metersNanga Parbat in its full glory can be seen going to Skardu on the right side of the plane  get a window seat on the right side facing the front  On return the opposite side,Mypace,en,4,Good
317,Average flight,Being the only flight operating between Karachi and Gwadar you have no other option However PIA could improve its punctuality service food stuff and courtesy of its cabin crew The only good thing about it is that you dont have to travel by road for 78 hours,Kamal5372,en,3,Average
318,Old cabins but great service ,It used to be one of the best airlines in the world  Poor maintenance and lackluster management made it to the lower ranks Planes and its cabins are old even business class seas though spacious  are a bit rusty  Good thing about this airline is its service in business class which and its food if you got a taste for Pakistani or Indian cuisine Hopefully they will upgrade their feel improve soon otherwise they will drop to the list of worlds worst airline like Indian airlines just went ,Saad S,en,3,Average
319,Another miserable experience,First we were told that the flight will now board at 8 am instead of 10 am It was a minor inconvenience but we made it to the Skardu Airport well in time Around 10 am we were told that the flight from Islamabad to Skardu has been cancelled due to bad weather We asked the airline staff What next Will we be accommodated in the next flight Sorry all flight in next week are fully booked was the reply We were horrified to listen this There were over 100 of us and we had nowhere to go and the only option left to us was to take an 18 hours road journey to Islamabad Many of the travelers got furious and told the airline staff that they have to adjust us in the coming flights but airline staff closed the window and disappeared advising us that we can claim our refund from Islamabad This was absolutely disgusting and I never had such an experience in the past Cancellation  delays in the airflights due to bad weather in Northern Areas of Pakistan is not something unusual and I have experienced it many times in the past However never before PIA abandoned us like this We were always adjusted in the flights on next day or later or were offered a quick refund Many times PIA flies an extra flight on the same day to accommodate the left over travelers It seems to me that now there is no accountability at any level in Pakistan International Airlines Too bad,flyfisher66,en,1,Very Bad
320,GOOD FLIGHT,Competent staff smooth flight good food blah blah blah blah blah blah blah blah blah Over all enjoyed this flight along with my family,Khatpandwa,en,4,Good
321,Best option for domestic travel,If you fly domestically in Pakistan choose none other than PIA Despite all the incompetency of the government and inefficient operations this airline still is one of the most consistent performers in the domestic circuit On international circuits this airline is just mediocre with noncompetitive fares which gives the edge to other quality airlines I would still blindly book PIA for my domestic routes,Bee A,en,3,Average
322,Not the best to fly with,My flight was delayed initially by 3 hours which then turned to 7 hours The communication to passengers was very poor There was no representatives around to tell anyone what was going on Eventually we boarded the flight but it was another 15 hours before take off The plane itself wasnt cleaned and the food served was of poor quality as usual Thr price of tickets is always ridiculously high I have promised never to fly with PIA again,Dijas123,en,1,Very Bad
323,Nightmare from hell NEVER again,I  booked 4 seats for myself and 3 children on flight PK 721  9th August from Manchester to New York and upon arrival at the check in desk was advised I couldnt fly as I had no return flights bookedThis was not mentioned at all during the booking process and I was forced to quickly go to the internet and book return flights before we could check inWhen I returned to the check in desk we were advised after a very long wait that there were no seats together but not to worry we could speak with staff at the boarding gate who would help us as they did have a block of 4 together in business class and could move passengers aroundThe staff at the boarding gate laughed and dismissed me saying this is not possible and advised me to speak with the cabin crew who were even less interested and passed us from one staff to the next trying to sit my 5 year old and 10 year old together at the front of the plane with no adult to look after them and myself in the middle of the plane with my other daughter at the back of the plane aloneI advised the staff this was not acceptable and they told me to just sit down and they would try to move us around once the plane took off  All the passengers by this time were staring at us and we were made to feel extremely uncomfortableAfter several more complaints regarding my children being expected to sit alone with no one to care for them I was begrudgingly given 3 seats together for the 4 of us to share and advised it was the best they could do as the whole flight was full and they didnt have to accommodate us  they were doing this from kindness I was not given any seat belt for the 5 year old I now had sitting on my knee for the whole journey which was not safe and we were just disregarded and frowned upon  I felt we were treated like animals and left extremely uncomfortable for the whole flightI have raised several formal complaint regarding this matter and to date not been resolved and in fact communication has ceased their endThese flights cost me nearly 1400 one way for the worst experience and most unsafe journey we have ever encountered which gave us a very unpleasant start to our holiday,liverpoolLiverpool21,en,1,Very Bad
324,Good Service,I had traveled with airlines few times for domestic business trips only within Pakistan Overall average service since the journey distance is very short,ZaimJee,en,4,Good
325,Very good service, I fly last sunday with pk 0283 everything perpect specially thanks to all crew member but the faisal is very kind respectable host and has colleague also very silently doing has jobs I like this services and I hopes they will keep it up for next time,Rasheed A,en,5,Very Good
326,Small turboprop aircraft,The flight was on 715am Left the hotel 10 minutes before 600am and reach the airport at about 615am Check in at counter without much issue at straight to gate 4 for the flight but the gate is not opened for PK390 yet Once ready took the bus to the ATR 42 aircraft which is a turboprop plane Climbed up the small staircase up to the aircraft Once with the clearance the flight took off smoothly except the aircon is not cold or the air came out is warm Awhile later the crew serve us with a light snacks with drink There is no hot drink available About a hour the pilots prepared to land on destination airport with ease Again came down from a narrow staircase and walked towards the luggage claim hall or arrival hall Wait for awhile and the luggage was on the belt for collection Out we go for the siteplant,Heng How N,en,3,Average
327,There are better options,Its a pretty decent airline and thats about it PIA has been overtaken by airlines like Emirates and Etihad that have far more superior service and a better product overall I have heard they give sometimes better deals than the other Gulf carriers but I think there is a much better experience on any other airline traveling to Pakistan like Emirates or Etihad Seats are relatively comfortable but little variety on inflight meals IFE is kinda outdated and the entire cabin product needs a little fresh update overall Decent airline but there are better options,adss1230,en,3,Average
328,upgraded to economy to business class ,last min check in they still accommodate me and also upgrade free in business class   the crew is very nice and experience is great  the breakfast serve with love and care food is fresh and hot and tasty  Really appreciated  ,bluetauras,en,5,Very Good
329,nice experience ,it is 2nd travel in last six month with PIA  experience is very nice although I heard bad reputation a lot about this airline But every thing is entirely differentit  is very good  the flight is on time how so ever there is heavy rain and bad the staff is courteous the meal is free fresh and warm with huge smile of staff Arrival is also good There is no issue at all I strongly recommend  ,bluetauras,en,5,Very Good
330,Just go with it,When you fly to Skardu you have to be prepared to take a day or two longer there if the weathers bad Thats what happened to us not PIAs fault However I dont know what we would have done if we hadnt had a local tour guide with us who could get to the head of the queue in the PIA office in Skardu I would have been totally lost When we did leave the next day the flight was perfectly fine,UlsterFryNo1,en,3,Average
331,If youre really not bothered ,I bought a DIRECT flight to Lahore I was suspicious about the timings that just didnt match the 35 hour flight time but paid it no attention Plane landed I stood up to disembark and the stewardess came running over over to me Stewardess  Excuse me sir You are for Lahore right Me  Yes thats right Are we not in Lahore Stewardess No sir this Peshawar Please take your seat and we will depart for Lahore in 30 minutes Me  Hang on this is supposed to be a direct flight to Lahore What the hell is going on Stewardess  This is a direct flight sir via Peshawar There was nothing I could do or say so I just went with it In short you will need A LOT of patience to fly PIA Good luck to you,Salman T,en,2,Bad
332,Customer friendly and reasonably priced,I had my reservations for flying by PIA since in recent times a negative image has been portraying about it I wanted to fly nonstop and this was the only airline flying from Manchester to Islamabad so  I decided to give it a try It was a nice surprise The flight was in time The on board service was superb The plane was comfortable Food was good and all Halal Plane was neat and clean Toilets were neat and clean and remained clean till we reached Islamabad Baggage allowance was more then other airlinesThe flight was smooth and comfortable Karachi and back to Islamabad by PIA Returned back to Manchester by PIA All the flights were superb comfortable and the customers were looked after very well ,AQ2012,en,5,Very Good
333,Great airline,Although PIA is underrated by many people for their services and time but my personal experience was totally different The flight I flew with was in time comfortable the seat was also comfortable the menu was great and the boarding was free of hassle I would recommend this airline not only for domestic flights but also for international flights,Doctimes,en,5,Very Good
334,Gone are those days when PIA consider number 01,You can always expect delay in flights I dont know what is the problem with PIA staff even though they know very well that customer is keep complaining since long time but no action is taken yet Perhaps the current Govt dont want to change the national flag carrier The service quality was average but as usual the flight delay for 30 minutes as they were announcing again and again that the flight is delay due to luggage but still one should make sure that everything should work as per the schedule,rahimworld,en,3,Average
335,Good service at low Cost,Good service in low cost Recommended This is one of most risky airline too But dont worry Just do it,Hamza A,en,5,Very Good
336,vile,vile servicevile staffvile smell filthy planeshocking customer serviceand furthermore vile people to fly with,unknownayesha a,en,1,Very Bad
337,National Flag Carrier,Normally on my annual vacation I travel with the national flag carrier as the only non stop available flight on weekends Yet their service requires to be improved a lot I have been working here in the Kingdom for the last 20 years and have travelled  a lot by PIA and have found the airline to get itself improved in  booking boarding service ontime departures food quality  Congested seating  spaces crew attention and luggage allowances I have seen other airlines like SV and GF fully loaded as compared to PIA and even then the booking when searched is sometimes not available Even with all these improvements to be made I prefer our National Flag Carrier to Travel,Farooq B,en,3,Average
338,Business class substandard,Business class in name only Only good thing is the leg room Food is just ok Entertainment system often doesnt work and content is pretty rubbish anyway The only reason for using PIA is they have monopolised the direct flight and convenience 3 hour delay on way out,Furhan1,en,2,Bad
339,Excellent service,Travelled to Islamabad from Birmingham on business class with my 11 year old it was a trip to remember excellent service really nice food polite staff,fareeda m,en,4,Good
340,PIA is getting average now,This is International airline and flagship carrier of PakistanThe best thing is to know what kind of aircraft you are boardingNot too bad and good for money value,Gul K,en,3,Average
341,PIA down the drain ,What a disgusting let down  Flight delayed initially 2 hours and then a further hour on the tarmac waiting for clearance from ISB airport as apparently no parking spaces available for the plane when landed  When we arrived over the airport the plane had to circle for an extra hour due to no parking spaces  The plane was boiling hot through the flight as were the minimal drinks offered The plane had no vanity cases to offer business passengers nor slippers to wear Blankets smelt damp and made us itchy Evening meal was nice but breakfast consisted of half a strawberry a chunk of pineapple melon and a slice of kiwi a strawberry yoghurt a mini croissant and a coffee Was disgusted as the fruit looked almost rotten  Previously when flown business slippers and vanity case provided and lovely variety of cooked breakfast was offered Not happy as the price increase was at least 400 per person compared to same time last year but what was provided was disgusting The plane was also very dirty  Only use this airline as it is direct may have to look elsewhere for future trips ,nellynb,en,1,Very Bad
342,poor customer service,this is the national carrier and the only flight available on this route hardly worth flying with,WaqasMKhan,en,3,Average
343,Direct Flight,Seriously 14 hour direct beats a 25 hour stop over  Food was good flight was smooth  Only thing for a long haul their entertainment system needs to be maintained and a better selection I was scared to travel with this airline but to my surprise I was pleasantly pleased,rodney s,en,4,Good
344,Getting poorer than ever,Our flight was delayed for more than an hour and the airline staff didnt even bother to say sorry They looked absolutely indifferent Last time while traveling from Islamabad to Lahore they sent my luggage and of more than 15 other passengers to Karachi PIA is getting worst than ever I am travelling with this airline since 1981 and in good old days it used to be a very fine airline No more There is something seriously wrong and they are very unprofessional in their conduct They commit and awful mistake and dont even feel sorry about it When I have a choice I do not travel with PIA but unfortunately there arent many options for domestic travel PIA management seriously needs to look inwards and improve their standard in almost everything Their performance is below average in many way,flyfisher66,en,2,Bad
345,sorry  but avoid,I am afraid v poor service Flew with them last year and again March 2017 no improvement Poor cleanliness worst maintained hard seats  no entertainment Food used to be good but spicy now Staff try best with giving you repeated soft drinks  But big gap between food Really wished PIA had improved but they are only going due to their Monopoly  of being the only direct flight bw UK and PAk Is any body reading from their admin  How many more poor reviews to wake you up  Extremely expensive for such a poor service,drfurqan45,en,1,Very Bad
346,PIA Lahore Direct,Only airline to go direct and was actually early on arrival  Im shocked but yes this was the case food was ok rice and chicken bread drinks tea etc  I was disappointed that the entertainment was hit and miss but did enjoy chats with my fellow Pakistanis  The crew are great and always try their best with what little resources they have to make your journey as pleasant as possible with what little resources they have  Sometimes its the people on the plane which make this journey difficult not the crew I saw a number of people baing disrespectful to crew members and fellow passengers which is not something you expect in this day and age Never the less if you want to get to Lahore in 8 hours PIA is the way to go ,Shakilahmed1,en,4,Good
347,DONT ask,Absaloute crap airline should get shut down  Dirty seats with dust hazards rats in toilets Food with hair in it  level 1 hygiene   Very bad landing and cabin crew very rude with attitude  problems,rafiqontabe,en,1,Very Bad
348,Its like something from a parody movie,An absolute farce and complete disappointment from start to finish Firstly at the airport the seat allocation terminal were not working properly which endured a long wait and when boarding started it was like a rush for the last wagon out of town On board the seat was dipped in the middle and was creaking at the screws to the floor The IFE screen had greasy finger marks all over it and the plane was smelling of steamed food and bleach The Air conditioning was off and upon people constantly requesting were told it would only operate when in the air There was no distribution of headphones and upon asking was given one after 15 minutes Then to realise the screen didnt work Again i asked why and was told that it was just being reset and to allow 10 minutes after 30 minutes asked another attendant who said the screens dont work and I said that was the case 3 months ago to whichshe smiled and replied this is the same plane and nobody really was looking after them properly To be fair to the staff they did try their best trying to put a brave face on things but there was nothing to smile about the only reasonable point was the food was ok not good just ok Its like no other flight anywhere believe me and it was my 6th journey on this route this year and other flights comparatively were heavenly I hear 2 or 3 routes LHRLHE and LHrISB have what they call a premier service but is dearer and yet to be tried   I think the company is being run into the ground to prepare for a cheap sell off in the usual Pakistani style hence dont expect improvements anytime soon,Panjtani,en,1,Very Bad
349,PIA experience,Staff are polite and helpful Onboard entertainment needs improvement Sound ports on the armrest are either faulty or the headsets are sub standard The screen quality is also poor could do with modernisation Selection of channels and its offerings is pretty poor and not to ones tasteThe main course on the flight is a choice of lamb or chicken rice with a bit of salad I had both Not as good as what it use to be Bit spicy and probably not befitting for a childThe breakfast served 2 hours or so before landing was a definite No for me Crossaints cakes or bread that is either warm to cold doesnt appeal to me Seats were looking a it frayed around the edges Pockets on the back of the seats were a bit ripped,Anwar S,en,3,Average
350,Surprisingly Brilliant,I must admit I am totally surprised and impressed when I took the flight from Islamabad to London As soon as I entered the aircraft I was welcomed with smiley and smart looking staff  which is slightly unusual The plane was clean and the seats were comfortable The pillows were on each seat along with the blankets All cleanIn flight entertainment was ready before the flight was even taken off The screens were right in front of you on the back of the front seats and you can choose from Movies Cartoons Games TV Shows Airline front and downwards camera and much more All touch screenWhen the lunch arrived they had a menu yes menu with options  We were offered Fish Pasta Chicken curry with rice and lamb with rice I went with chicken rice and my mum went for Fish Pasta On both the trays the main course was different but the desert and the rest was same The desert was chocolate cheese cakeOnce we finished with the food we were offered drinks and then the staff tidied everything up After few hours we were offered snack and it was croissant with cheese and chicken extremely tasty and fresh along with lemon tart and teaThe plane was PIA Premier When initially I took the flight from London to Islamabad it was the absolute basic one but Isb to LHR was definitely a wowAs long as PIA can replicate this to other planes this will certainly change the perception,Bashaar,en,2,Bad
351,Better off to use alternative airlines service you ask,Service not to mention is lacking and satisfactory In the least the air hostesses give us males stern solemn stares We arent greeted and welcomed it is like as though we board a government fundedfree of charge airline where we cannot ask for water or questions You arent welcomed asked how is everything or given a positive attititude only women and children get blankets and pillows but not the opposite gender No in flight entertainment if you ever ask me This has no element to it The food is to a decent quality but apart from main meal times not once are passengers offered tea or drinks and a long distance journey awaits boredom and frustration like this Service needs to step up and up their game if this airline wants satisfied customers Flights are always delayed never punctual Staff are disorganised and impatient so dont bother asking questions Very ridiculous prices for what we pay Better off with competitors for the sake of a stopover and few extra hours it is still worth the extra effort with which comes satisfaction and decent experience,danyalrana,en,3,Average
352,nice pleasent experiance,very nice pleasant experience food is fresh seats are comfortable and the service is quick on time arrival,bluetauras,en,4,Good
353,Awful awful airline,It was my 1st experience flying with PIA and boy was it one to remember Upon departing my bags were checked I was told that I could not take clothes or food items back with me to uk I was told that I would need to make a payment in order to let the items go through I reluctantly did as I did not want to spend any more time arguing Upon checking in my luggage I had pre booked wheelchair assistance My luggage went through fine as I was well under the limit The usher wheeling my mother was constantly begging me for money through the journey I again reluctantly gave him some money However when it was time to board the plane he  demanded more money I was disgusted by this and refused Moving on to the service itself The flight was delayed by about an hour but we were not well informed The service on the plane was very average and at one point I was serving myself drinks The entertainment on board was not working The plane stank I did not try the meal so I cant comment I will not be catching another pia flight ever again,YazzyQasam,en,1,Very Bad
354,Great service,Great service and on timePIA staff offers curtesy and great service The seats are comfortable and have enough leg space,Amir J,en,5,Very Good
355,Worst Experience ever,As a Pakistani I love anything that reads Pakistan on it I flew with Pakistan International Airline in 1989 as an adult I fell in love with PIA Since then I flew with many airlines other than  Pakistan International Airline because of cost This year 2016 because of reduced pricing I was able to book a November flight from New York to Karachi for 800 in August I paid an extra 200 as compare to people flying with Emirates and Etihad Airline All my friends and family told me otherwise but I was excited that I will be flying with PIA again I was horrified by the condition of their planes PK721 PK712 PK307 The seat covers were ripped seats were broken broken entertainment system stained carpet passengers sit where ever they like to sit pilot looks like a singer from 1970 cabin crew are elderly people and seemed like they were tired of flying food taste horrible terrible booking and reservation system dirty toilets staff attitude etc PNR DBFTUO originally planned to fly back from  Karachi to New York on Tuesday Dec 06  Just check to see how many times this plan was changed by PIA We were placed on a Domestic flight from Khi to Lhr where we had to wait for 7  hours to catch morning flight from Lahore to New York This is not a big hassle but try this with your elderly parents on wheelchair and three kids 5 4 and 2 year old and then try this nightmare Staff at both airport sucks reservation staff sucks cabin crew sucks  because of the plane condition and staff performance I will never fly with them againI will not add my experience flying for Umrah because it was the same I spent almost  11000 with PIA this December 2016  never again,IMRAN S,en,1,Very Bad
356,Worst airline ever,Dont know where to start completely dire service food was barely edible no entertainment whatsoever on both flights the TV screens do not work They change flight times randomly are unable to advise you what time the flight will land I could go on and on never again will I fly with PIA,RubyRayy,en,1,Very Bad
357,Worst airline,Rude staff Seats were allocated all over the place Baby cot not provided Hate it Will never travel them again The only advantage this airline have is direct flight otherwise I would have travelled to start with Worst airline at all times,rumaila r,en,1,Very Bad
358,something is better than nothing,PIA is the only air liner operating on this route so has no other option Credits goes to PIA it is continually operating on this hard route without profit with subsidies fare Flight is totally weather subjected so be ready to listen the cancellation announcement Ground staff and crew on board both cooperative and well mannered,Zafar Y,en,5,Very Good
359,Could be so much better,I have used this airline a number of times and have not had or heard the best of it and the flight out was no different Miserable crew and the same at the airport  what do you have to do to get a smile out of these guysI would rate this a 1 or 2 star howeverThe flight back was a completely different story hence why the uprate to 3 stars The airport staff were friendly and helpful and the cabin crew couldnt do enough for us It was like two completely different airlinesGet the second crew to train the rest teach them to smile with a little bit of customer service and PIA could be one of the greatest airlines in the worldThe entertainment systems were either not working or not worth watching One meal was pretty good hot food the other a little bland cold tasteless sandwich,Yazgee,en,3,Average
360,Horrible experience each time I have to travel by this airline,A horrible experience The passengers were seated in the aircraft for three hours at the airport and it did not take off because of reasons unexplained The staff is horrible as I have travelled with PIA several times Their domestic and international both services suck and are always late The aircrafts are dirty and most of the seats have ripped fabric The aircrafts smells of urine,ZillNiazi,en,1,Very Bad
361,Friendly and punctual,Our family 17 passengers flew on 3 flights on the KarachiIslamabadKarachi route Each of the flights was on time and the staff was friendly from ground staff to the stewards and stewardessesThis was a nice surprise after hearing horror stories about PIA I hope that this is the new norm and not an exception Keep it up,SaeedMotiwala,en,4,Good
362,Super great and quick,Very smooth and easy check in from Moenjdaro airport located right next to the archaeological site A stopover in Sukkar then we landed into Karachi around 9pm sharp Everything on time 2 by 2 seating arrangement comfy seats and ok food The air hostess is super pretty and very very nice Smooth take off and landing and so hassle free with baggage claim which is quick Great to be the only foreigners on the flight Might try to fly with them on an international flight next time Super airline with reasonable price,WMBandit,en,4,Good
363,On time with great service ,PIA has greatly improved its service standards in terms of flight schedule food quality and staff employees ,AmirJahangir,en,5,Very Good
364,aka PIA,This is an average flag carrier of Pakistan Since it offers nonstop flights from 50 locations worldwide to Pakistan therefore it is recommended to fly with This airline used to be a really good airline in the past but lost its quality of services now Government is working on restoring the goodwill may rise soon,kmehmood,en,3,Average
365,Pakistan Trip 2015,Got to Manchester Airport for 7 in the evening  i was gonna fly out at 840 Checkin was fairly quick and i had no issues with my baggage 745 i said bye to my family and went through to departures where i spent some time shopping in the duty free shops my gate was 210 and soon it was time to board was greeted with a smiling stewardess  flight depparted on time and dinner was served promptly at a round 930 who showed me my seat,Mohammed U,en,5,Very Good
366,5 internal flights in five days,First time to Pakistan on a business trip and first experience of the airline I travelled to the main cities on five flights over five days the airline exceeded my expectations providing friendly care on these short flights in comfortable seats some of the Europe airlines could look at this airline What I really liked was the hospitality of the staff on the ground and in the air as a vegetarian they went out of there way to make sure I had snacks that were meat free I would happily travel on this airline again,JaneX7536ZR,en,4,Good
367,On time with great service ,PIA has greatly improved its service standards in terms of flight schedule food quality and staff employees ,AmirJahangir,en,5,Very Good
368,Rock Bottom Airline,This has got to be one of the worst airlines in the world words cannot express enough how bad they are The air hostesses have a terrible attitude and are openly rude The planes are visibly in a poor state on a 7 hour flight and the tv screens did not even work air con is never on and food is cheap Ticket prices are hilarious compared to other top airlines,Asif A,en,1,Very Bad
369,Very good flight,Excellent food and Excellent service in economy classFare is very cheap and service is very goodI travel with my children very bit late but boading staff was very helpful they issue the boarding with very good seats,Rai S,en,4,Good
370,On time with great service ,PIA has greatly improved its service standards in terms of flight schedule food quality and staff employees ,AmirJahangir,en,5,Very Good
371,Dont believe in rumors,I had been hearing very bad experiences about PIA and their staff I am sharing my personal experience I found this Air line very comfortable service is quite fantastic and flight timings were accurate wish to book in future,Alex M,en,5,Very Good
372,Dont choose PIA,The worst possible airline to choose the service is awful I got up midflight to find the cabin crew relaxing at the back of the plane  I asked for some coke and was pointed at where it is kept and was told to help myself The Ac was not working till mid flight and the screens to watch werent working  when I asked why I was told that the entire plane was not working properly Only positive to say is that flight is direct Never again 1poor service 2nothing working 3food wasnt the greatest 4no leg space what so ever,Sheraz R,en,1,Very Bad
373,Just a ride ,As always nothing extraordinary bout the flight an old 310 aircraft with poor maintenance and cleanliness on top of it jampacked  they are getting good business just being the national carrier,kemcolian,en,4,Good
374,Pleasant surprise,PIA used to be known as one of the best in the world but lately it has had lots of bad press My trip from London to Islamabad was very pleasant especially the service provided by the cabin crew was a refreshing experience The crew was polite and forthcoming It was a very convenient flight with no stop oversThe airline needs to improve on in flight services As usual take off and landing was near perfect,ZakShah70,en,4,Good
375,No Cabin AC,This was the worst flying experience of my life and Ive flown thousands of times  We were boarded in Dubai  The cabin AC was not working well from the time we were boarded  Then just before pushing back it shut off completely  Then after pushing back there was a mechanical problem with the engines and instead of returning the passengers to the gate to wait PIA kept all passengers on board without AC for 115 in Dubai in summer  The cabin temps quickly rose to something well above 45C  Passengers were yelling to let us off  Nope they made us stay on  All passengers were soaked through with sweat  Never any help offered  I travel frequently to Pakistan and usually Ive been able to avoid PIA  Now its a full stop  I will never get on another of their flights unless there is absolutely no other choice,TPSVT61,en,1,Very Bad
376,Travel locally only,PIA flights are always delayed without exceptionAs usual there was a 30 minutes delay for no apparent reason at all Once on board I was shocked to find out that there was no inflight entertainment system whatsoever for a 6 hour flight I didnt even charge my phone properly thinking i wouldnt need to use it much on the plane God knows how I managed to pass those 6 hoursI tried to sleep Guess what no pillows no sheets to help with the cold Typical PIAWe were served breakfast since it was a late night flight The food was so bad it made for a sucky start of my vacations Return flight was the same,zaayernasib,en,3,Average
377,Avoid at all costs,I usually use Qatar Airways but this year my mother decided to put me on a pia flight because it was direct Even though i had heard bad things about pia i decided to approach it with an open mind However once i arrived i was so disappointed The plane was freezing cold and they had run out of blankets Even as we were boarding a woman behind me asked the hostess Can you get me a blanket And she said Dont worry they are coming The woman never did get her blanket and neither did i There was also a shortage of pillows and the ones we were given had barely any stuffing so offered no comfort As i was travelling alone that time and with very limited knowledge of urdu i had to ask questions such as Are there anymore pillows blankets glass of water etc Each time i said this i was given a blank stare and they began to walk straight past me Now i understand this is a PIA flight but it is also an international flight which surely means there must be at least someone on the plane who speaks english unfortunately all the staff could only speak urdu and didnt even know what a blanket pillow or water was Even though seatbelt signs were on an hour after take off this isnt normal is it  if not then these staff are just lazy  lots of people were walking around the plane yet the staff remained hidden behind a curtain So i decided to get a glass of water to take my meds and as i approached them they told me to sit down but i said i needed water and after staring at me blankly for 7 seconds i remembered to say pani then the staff member just pointed at a bottle of water and i had to pour myself a drink so much for great customer service The In Flight Entertainment system didnt even work and while most screens had on them the map time altitude etc my screen was just blank Now i have to go back on pia in a few weeks God help me Seriously though if pia is appealing to you because of the direct flights i would suggest emirates or qatar which has a stop over but you can choose one that has a 2 hour stop over and that time goes by so quickly trust me I would rather have a 9 hour stop over in Doha than fly PIA again,FlightPath66,en,1,Very Bad
378,Journey 2016,This airline is our national flag carrier Due to some management issues the standard is not maintained properly Though cabin crew staff is still kind enough to managed inflight services I,643drs,en,3,Average
379,GOOD EXPERIENCE BESIDES FEW  THINGS,Had a Good experienceCleanFriendly and Cooperative StaffGood FoodBut Flight TV was not working in 13 hours flight which they said they will fix it soon,Sabhayani,en,4,Good
380,A nightmare and we will never fly with PIA again,My wife was hesitant about traveling with PIA one of the reasons was she does not like hot or spicy food but when I noticed they did bland nonspicy meals and so when I booked the flights I selected the option for special dietry requirements and put that we both wanted bland mealsThe problems started at checkin when there was only one person for 2 fights the other desk was empty eventually someone else arrived but just sat there for 10 minutes before after some prompting from another passenger she decided to help with the checking in When it was eventually our turn we were asked for our ESTA documents we have never had documents  it is an electronic system and in numerous trips to the USA the latest one 2 months previous we have never been asked been asked for them When we said we had no documents we were given our passports back and told we couldnt fly  We protested and it took the intervention of his colleague to inform him when he put in our passport numbers into the system the ESTA information would be displayed which it was We proceded to the gate and boarded the plane about 30 minutes before take off Thirty minutes after the takeoff time people were still boarding and eventually an announcement was made to say that due to problems at checkin the flight was going to be delayed why werent we surprised After we took off I found that my seat wouldnt recline my footrest didnt work and all the seat back screens around us didnt work The passenger next to me asked a steward and he went away and came back to say they wouldnt work because it was an old planeNo drinks were brought round and after about an hour the stewardesses came round and handed some meals out but not to us The trolly came round with the meals and I said to the stewardess that we had ordered bland meals she disputed this and then said that they didnt have any and we would have to have the curry Needless to say my wife couldnt eat it and so just had some of the salad not the lettuce because the leaves were brown the bread roll and the cold rice puddingAll in all not a very pleasant experience and one that we wont be repeating,millersfan444,en,1,Very Bad
381,Traveled from Karachi to Lahore,I prefer to travel by PIA for domestic flights This time as well everything was fine flight was on time meal was average crew was good enough at least for me ,suhaibmalik,en,4,Good
382,National Flag Cariear,This was ATR42 flight via Zhob in Baluchistan Pakistan I am flying with PIA since 1980 and travel with them 300 times The aircrafts are old and not very clean from inside the cabin service is alright but the food is sumptuous,suhailahmad7676,en,4,Good
383,Airplane interior quality should be better,Liked the service and the staff but aircraft looked like needing maintenance  Couple of seats were out of order  It was hot in aircraft before takeoff  No inflight entertainment on the long flight,Usman A,en,4,Good
384,Improving,Our flight took off well in time and despite a stopover in Paris it landed almost in time at Milan The attitude of the cabin crew was extremely nice and they  did everything for the comfort of the Passengers Th only negative thing was that the inflight entertainment system was not working which made our travel quite boring The food on board was ok We had a feeling that PIA is trying its best to Improve Wish her best of luck,Shahir Yar K,en,4,Good
385,Flights to Kabul,I have been frequently flying to Kabul for the last so many years Some years ago PIA also operated B737 to Kabul but now it operates ATR flights only ATR flights are bumpy which makes the flight a bit uncomfortable,Arif K,en,4,Good
386,Great Experience,Had great experience The staff was friendly and nice the flight was smooth and landing at Dubai International Airport was very smooth It was good experience,Waseem A,en,4,Good
387,Great Airline to Fly With,The Pakistan International Airlines is Pakistans flag career and offers best inflight dinning in the country Despite the reputation I have found the staff to be professional and courteous The flight crew has very stylish dressing and they know how to deliver service The only area where PIA needs to concentrate is their flight operation So the flights are more on time,AmirJahangir,en,4,Good
388,Domestic flights are good Crew not available at night during international,The seats are quite roomy for economy class for both the ATR and 777 The domestic flights are always comfortable with good snacks and a very helpful flight crew The flight crew even fought for our behalf when LHE airport did not have an AC unit for our flight during transit The international flight departed late but reached KUL on time The food was good and staff generally ok except some senior air hostesses who were lecturing passengers on the dangers of sugar The call buttons for air hostshostesses were not working so at night when they dimmed the lights you could not get water Oh and the inflight entertainment systems did not work,Sarah A,en,3,Average
