Airline,Review No,Sentence No,Sentence,Luggage,Staff,In-flight/on-board service,Airline as a whole,Service before and after the flight,Flight in general,Comfort while waiting,Meals,Cabin,Transportation to the plane
Turkish ALs,96,700,My booking number was : Brisbane - Beirut: 5PBUFV and I am also returning with you in February.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,96,701,I am sending this email to send a huge complaint of paying for an Aisle seat and a special meal and receiving non.,0,0,1,0,0,0,0,1,0,0
Turkish ALs,96,702,I ate the food offered to me on both flights because I had no other food on me.,0,0,2,0,0,0,0,2,0,0
Turkish ALs,96,703,My stomach reacted to the meat as I had no other option since they told me my name wasn't on the list.,0,0,1,0,0,0,0,1,0,0
Turkish ALs,96,704,"Other than that, I am claustrophobic and have lower back pain problems and both times I was placed inside and not on an aisle seat.",0,0,1,0,0,0,0,0,0,0
Turkish ALs,96,705,"This is my first time on Turkish Airlines and I am extremely disappointed in your accuracy to charge me for special meals and seats, but yet not committing to ensuring them to your clients.",0,0,1,0,0,0,0,1,0,0
Turkish ALs,96,706,This was literally a horrible experience.,0,0,0,0,0,1,0,0,0,0
Turkish ALs,96,707,I am a frequent traveler and with this experience I cannot recommend or think to book again.,0,0,0,1,0,1,0,0,0,0
Turkish ALs,96,708,I would also like to be refunded for the money I put for these special requests which were not at all met and were on the account of my health.,0,0,1,0,0,0,0,1,0,0
Turkish ALs,96,709,It took me a couple of days after to recover as I had extremely long flights.,0,0,1,0,0,1,0,0,0,0
Turkish ALs,96,710,Marwa Hijazi Hij.marwa@hotmail.com,0,0,0,0,0,0,0,0,0,0
Turkish ALs,97,711,I am stuck in Finland for more than a month due to Covid.,0,0,0,0,0,0,0,0,0,0
Turkish ALs,97,712,Trying to reschedule my flight is becoming a nightmare.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,97,713,There is no direct contact to the management and my matter despite of being emergency and urgent is not handled quick.,0,1,0,0,1,0,0,0,0,0
Turkish ALs,97,714,Even the emergency response is no sooner than 7 days which is pathetic.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,97,715,I'm still just hanging in the middle.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,97,716,Every passing day is causing me anxiety and I'm not happy with the service at all.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,97,717,Something as simple as a reschedule shouldn't take this long.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,97,718,Customer service sucks.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,97,719,And I will never travel with Turkish and would not recommend anyone else either.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,97,720,This is the worst customer service ever.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,98,721,Customer service was rubbish worse then biman rude bad mannered the food was bad overall the worst experience traveling on a plane along with the Turkish airline and biman all three pathetic,0,1,1,1,1,1,0,1,0,0
Turkish ALs,99,722,"My daughter flew last night with this airline, Dublin - Istanbul - Dubai",0,0,0,0,0,0,0,0,0,0
Turkish ALs,99,723,When they got to Istanbul they took off without at least 20 passengers connecting.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,99,724,"Rude rude rude staff, no help at all to my daughter, and then charged an additional $800 for a new flight which she got this evening, she as a young single travelling alone was left stranded din Istanbul airport on her own with nobody to help her only rude rude rude staff.",0,1,1,0,1,0,0,0,0,0
Turkish ALs,99,725,She eventually got a room in the hotel inside the airport and additional 135 Euros for the room.,0,0,0,0,1,0,2,0,0,0
Turkish ALs,99,726,"In my 40 years of travel have I ever encounter such a scam, leaving 20 passengers stranded and then charge them all $800 nice bit of profit.",0,0,0,0,1,0,0,0,0,0
Turkish ALs,99,727,Avoid like the plague this airline SCAMMERS SCAMMERS SCAMMERS - NEVER FLY WITH with this airline.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,99,728,Most dishonest and unhelpful airline in the world.,0,0,0,1,0,0,0,0,0,0
Turkish ALs,100,729,"As a Business Class passenger on Turkish Airlines' 16/12/2021 flight to Dubai – Izmir, our parcel, which we delivered with a fragile label on it, was opened and the inside of the parcel weighing 15.8 kg and dimensions of 58.2 x 36.7 x 24.6 cm were opened.",1,0,0,0,1,0,0,0,0,0
Turkish ALs,100,730,Our dehumidifier was stolen.,1,0,0,0,1,0,0,0,0,0
Turkish ALs,100,731,"Before the outside of the box was delivered in Dubai, it was wrapped very tightly with a stretch like a shell by the authorities at Dubai Airport, and fragile labels were attached to different places on the parcel.",5,0,0,0,5,0,0,0,0,0
Turkish ALs,100,732,"Since our suitcases and 2 boxes were carried by the carriers, we were only able to realize the situation when the packages were delivered to us in front of our house, and as soon as we realized it, we opened a file on the subject.",1,0,0,0,1,0,0,0,0,0
Turkish ALs,100,733,"This packaging, which I mentioned above, was made very professionally, the packaging on it was cut with a razor or similar very sharp tool, and the packaging was removed like a shell.",1,0,0,0,2,0,0,0,0,0
Turkish ALs,100,734,"Unfortunately, THY did nothing and did not attempt to do anything and dismissed the issue with an answer like ""I wish you could send it by cargo"".",1,0,0,0,1,0,0,0,0,0
Turkish ALs,100,735,We are shocked and condemned.,0,0,0,0,1,0,0,0,0,0
Turkish ALs,100,736,Legal process studies have been initiated both in the United Arab Emirates and in Turkish Courts regarding the theft in question.,1,0,0,0,1,0,0,0,0,0
